Wavelength,405_Ex,405_Dichroic,405_Em,488_Ex,488_Dichroic,488_Em,561_Ex,561_Dichroic,561_Em,640_Ex,640_Dichroic,640_Em,Quad_Ex,Quad_Dichroic,Quad_Em
482,1.00E-07,0.973406356,0.000395351,0.985707238,0.004274674,1.00E-07,1.00E-07,0.002609826,1.00E-07,1.00E-07,0.010000218,1.00E-07,0.00258,0.108,0.000032
483,1.00E-07,0.974708052,3.72E-05,0.991669781,0.004881178,1.00E-07,1.00E-07,0.00192136,1.00E-07,1.00E-07,0.02247036,1.00E-07,0.042,0.0518,0.0000039
484,1.00E-07,0.974549265,5.23E-06,0.987592028,0.005714495,1.00E-07,1.00E-07,0.001748334,1.00E-07,1.00E-07,0.016275854,1.00E-07,0.447,0.0274,0.00000128
485,1.00E-07,0.9728427,9.81E-07,0.991704306,0.007050762,1.00E-07,1.00E-07,0.001973795,1.00E-07,1.00E-07,0.008430724,1.00E-07,0.888,0.0164,4.20E-07
486,1.00E-07,0.970509589,2.29E-07,0.988235225,0.009328205,1.00E-07,1.00E-07,0.002621813,1.00E-07,1.00E-07,0.006300659,1.00E-07,0.935,0.012,3.71E-07
487,1.00E-07,0.968818214,1.00E-07,0.989000277,0.013381609,1.00E-07,1.00E-07,0.003354495,1.00E-07,1.00E-07,0.005711382,1.00E-07,0.969,0.00923,3.28E-07
488,1.00E-07,0.968560244,1.00E-07,0.988793151,0.020987143,1.00E-07,1.00E-07,0.003141723,1.00E-07,1.00E-07,0.006653617,1.00E-07,0.972,0.008,3.19E-07
489,1.00E-07,0.969612511,1.00E-07,0.342754766,0.036201748,1.00E-07,1.00E-07,0.002395716,1.00E-07,1.00E-07,0.009780975,1.00E-07,0.971,0.00795,4.58E-07
490,1.00E-07,0.971077362,1.00E-07,0.002210418,0.068613382,1.00E-07,1.00E-07,0.001972301,1.00E-07,1.00E-07,0.014451503,1.00E-07,0.968,0.00883,2.76E-07
491,1.00E-07,0.971866034,1.00E-07,7.31E-05,0.139070809,1.00E-07,1.00E-07,0.001960027,1.00E-07,1.00E-07,0.01506947,1.00E-07,0.966,0.011,2.29E-07
492,1.00E-07,0.971378556,1.00E-07,6.33E-06,0.272429593,1.00E-07,1.00E-07,0.002392045,1.00E-07,1.00E-07,0.012266134,1.00E-07,0.963,0.0157,3.34E-07
493,1.00E-07,0.969856275,1.00E-07,1.15E-06,0.426434851,1.00E-07,1.00E-07,0.003525669,1.00E-07,1.00E-07,0.010782797,1.00E-07,0.904,0.0262,6.53E-07
494,1.00E-07,0.968177571,1.00E-07,5.28E-07,0.498080929,6.55E-07,1.00E-07,0.005830319,1.00E-07,1.00E-07,0.011097995,1.00E-07,0.786,0.0538,0.00000161
495,1.00E-07,0.96726911,1.00E-07,6.33E-07,0.507576859,1.06E-05,1.00E-07,0.00863999,1.00E-07,1.00E-07,0.013591223,1.00E-07,0.205,0.119,0.00000529
496,1.00E-07,0.96754695,1.00E-07,1.00E-07,0.517105019,0.000292496,1.00E-07,0.008352045,1.00E-07,1.00E-07,0.017867215,1.00E-07,0.0105,0.258,0.0000302
497,1.00E-07,0.96870537,1.00E-07,1.00E-07,0.557121422,0.022322745,1.00E-07,0.005643617,1.00E-07,1.00E-07,0.020696231,1.00E-07,0.000848,0.423,0.000235
498,1.00E-07,0.969924254,1.00E-07,1.00E-07,0.667790896,0.986690248,1.00E-07,0.003586577,1.00E-07,1.00E-07,0.019713471,1.00E-07,0.000116,0.475,0.00301
499,1.00E-07,0.97035793,1.00E-07,1.00E-07,0.865193552,0.993214292,1.00E-07,0.00251204,1.00E-07,1.00E-07,0.017825141,2.92E-07,0.0000216,0.484,0.0483
500,1.00E-07,0.969629489,1.00E-07,1.00E-07,0.964475579,0.993223343,1.00E-07,0.002069595,1.00E-07,1.00E-07,0.017181063,1.00E-07,0.00000597,0.594,0.302
501,1.00E-07,0.968034352,1.00E-07,1.00E-07,0.957776595,0.986715185,1.00E-07,0.002070612,1.00E-07,1.00E-07,0.017802717,1.00E-07,0.00000181,0.826,0.688
502,1.00E-07,0.966334292,1.00E-07,1.00E-07,0.953890937,0.992780671,1.00E-07,0.002516059,1.00E-07,1.00E-07,0.01886025,3.53E-07,7.34E-07,0.902,0.9
503,1.00E-07,0.965298917,1.00E-07,1.00E-07,0.963733291,0.992109193,1.00E-07,0.003280701,1.00E-07,1.00E-07,0.019407353,1.00E-07,2.73E-07,0.918,0.936
504,1.00E-07,0.96528912,1.00E-07,1.00E-07,0.97186788,0.989136054,1.00E-07,0.003408316,1.00E-07,1.00E-07,0.019269402,1.00E-07,1.30E-07,0.949,0.941
505,1.00E-07,0.966097657,1.00E-07,1.00E-07,0.971220731,0.990486759,1.00E-07,0.002469671,1.00E-07,1.00E-07,0.019009573,1.00E-07,1.40E-07,0.975,0.951
506,1.00E-07,0.967095346,1.00E-07,1.00E-07,0.965575193,0.990391603,1.00E-07,0.001768759,1.00E-07,1.00E-07,0.019065099,1.00E-07,-2.19E-08,0.982,0.977
507,1.00E-07,0.967589787,1.00E-07,1.00E-07,0.960765757,0.992611639,1.00E-07,0.001741709,1.00E-07,1.00E-07,0.019419662,1.00E-07,6.01E-08,0.978,0.971
508,1.71E-06,0.967206925,1.00E-07,1.00E-07,0.959138208,0.993521032,1.00E-07,0.00347686,1.00E-07,1.00E-07,0.019805984,1.00E-07,2.15E-08,0.969,0.911
509,1.00E-07,0.966084842,1.00E-07,1.00E-07,0.959878065,0.989663655,1.00E-07,0.006329843,1.00E-07,1.00E-07,0.019983239,1.00E-07,1.63E-07,0.956,0.884
510,1.00E-07,0.96477333,1.00E-07,1.00E-07,0.961591319,0.988374041,1.00E-07,0.004051921,1.00E-07,1.00E-07,0.019842684,1.00E-07,2.05E-07,0.949,0.928
511,1.81E-07,0.963915808,1.00E-07,1.00E-07,0.963816336,0.992805652,1.00E-07,0.005642184,1.00E-07,1.00E-07,0.019380851,1.00E-07,9.37E-08,0.955,0.978
512,5.13E-06,0.963908799,1.00E-07,1.00E-07,0.966587863,0.995875441,1.00E-07,0.004179827,1.00E-07,1.00E-07,0.018763353,1.00E-07,7.13E-08,0.973,0.968
513,1.79E-07,0.964713527,1.00E-07,1.00E-07,0.969479226,0.993807647,1.00E-07,0.002298865,1.00E-07,1.00E-07,0.018390281,1.00E-07,1.07E-07,0.987,0.942
514,1.03E-07,0.965892059,1.00E-07,1.00E-07,0.971412234,0.991874461,1.00E-07,0.001627746,1.00E-07,1.00E-07,0.018706922,1.00E-07,1.43E-07,0.992,0.952
515,1.22E-07,0.966835976,1.00E-07,1.00E-07,0.971271236,0.993758127,1.00E-07,0.001535079,1.00E-07,1.00E-07,0.019709222,1.00E-07,-7.01E-08,0.985,0.979
516,2.61E-07,0.96707462,1.00E-07,1.00E-07,0.968800796,0.995446094,1.00E-07,0.001762199,1.00E-07,1.00E-07,0.02000752,1.00E-07,1.60E-07,0.975,0.981
517,1.63E-06,0.966507423,1.00E-07,1.00E-07,0.965074983,0.992746064,1.00E-07,0.002604211,1.00E-07,1.00E-07,0.017174212,1.00E-07,1.71E-08,0.97,0.973
518,3.23E-06,0.96543801,1.00E-07,1.00E-07,0.961991772,0.988735902,1.00E-07,0.003703883,1.00E-07,1.00E-07,0.012184961,1.00E-07,1.71E-07,0.973,0.98
519,3.77E-07,0.964400652,1.00E-07,1.00E-07,0.961108352,0.989136142,1.00E-07,0.002836799,1.00E-07,1.00E-07,0.008190267,1.00E-07,1.05E-07,0.981,0.99
520,1.75E-07,0.963886502,1.00E-07,1.00E-07,0.962735516,0.993594686,1.00E-07,0.001566912,1.00E-07,1.00E-07,0.005900916,1.00E-07,3.53E-08,0.987,0.988
521,1.41E-07,0.964114474,1.00E-07,1.00E-07,0.965836333,0.995876959,1.00E-07,0.000977073,1.00E-07,1.00E-07,0.004807821,1.00E-07,1.95E-07,0.988,0.98
522,1.74E-07,0.964945725,1.00E-07,1.00E-07,0.968639427,0.992651573,1.00E-07,0.000738418,1.00E-07,1.00E-07,0.00451126,1.00E-07,2.31E-07,0.981,0.978
523,3.40E-07,0.965965074,1.00E-07,1.00E-07,0.969599648,0.988434837,1.00E-07,0.000668137,1.00E-07,1.00E-07,0.004915879,1.00E-07,1.28E-07,0.972,0.979
524,1.38E-06,0.966685342,1.00E-07,1.00E-07,0.968244489,0.989308557,1.00E-07,0.00071823,1.00E-07,1.00E-07,0.006259267,1.00E-07,-2.85E-09,0.963,0.98
525,1.28E-05,0.96678046,1.00E-07,1.00E-07,0.965421079,0.994551097,1.00E-07,0.000887381,1.00E-07,1.00E-07,0.009243654,1.00E-07,5.84E-08,0.96,0.982
526,2.15E-06,0.966235687,1.00E-07,1.00E-07,0.962763032,0.997377064,1.00E-07,0.001301461,1.00E-07,1.00E-07,0.01465048,1.00E-07,9.36E-08,0.962,0.985
527,1.12E-06,0.96534164,1.00E-07,1.00E-07,0.961748178,0.993996719,1.01E-07,0.001953302,1.00E-07,1.00E-07,0.020075555,1.00E-07,1.24E-08,0.971,0.988
528,1.06E-06,0.964542463,1.00E-07,1.00E-07,0.962949934,0.988906202,2.22E-07,0.00170249,1.00E-07,1.00E-07,0.018844252,1.00E-07,8.42E-08,0.98,0.989
529,1.22E-06,0.964222956,1.00E-07,1.00E-07,0.965825622,0.98871166,5.12E-07,0.000854193,1.00E-07,1.00E-07,0.013992916,1.00E-07,1.04E-07,0.986,0.989
530,1.41E-06,0.96453748,1.00E-07,1.00E-07,0.969034756,0.993460544,1.23E-06,0.00043619,1.00E-07,1.00E-07,0.010473833,1.00E-07,1.05E-07,0.987,0.987
531,1.75E-06,0.965349628,1.00E-07,1.00E-07,0.971100562,0.99689511,3.15E-06,0.00026577,1.00E-07,1.00E-07,0.008468868,1.00E-07,1.24E-07,0.983,0.983
532,3.07E-06,0.966299607,1.00E-07,1.00E-07,0.971133566,0.994940778,8.54E-06,0.000193443,1.00E-07,1.00E-07,0.007356605,1.00E-07,-6.47E-08,0.978,0.981
533,1.04E-05,0.96696804,1.00E-07,1.00E-07,0.96927033,0.990836562,2.50E-05,0.000167425,1.00E-07,1.00E-07,0.006802613,1.00E-07,6.70E-08,0.972,0.978
534,1.15E-05,0.967066902,1.00E-07,1.00E-07,0.966580707,0.989738472,7.98E-05,0.000179446,1.00E-07,1.00E-07,0.006750925,1.00E-07,1.60E-07,0.97,0.965
535,3.03E-06,0.966572433,1.00E-07,1.00E-07,0.964510019,0.991624567,0.000284768,0.000206832,1.00E-07,1.00E-07,0.007370264,1.00E-07,1.49E-07,0.969,0.947
536,1.56E-06,0.965738399,1.00E-07,1.00E-07,0.964196335,0.992767396,0.001172129,0.000268712,1.00E-07,1.00E-07,0.009126134,1.00E-07,6.55E-08,0.973,0.95
537,1.24E-06,0.96498693,1.00E-07,1.00E-07,0.965999924,0.992400196,0.005851446,0.000472191,1.00E-07,1.00E-07,0.012829939,1.00E-07,8.49E-08,0.977,0.975
538,1.26E-06,0.964732642,1.00E-07,1.00E-07,0.969391402,0.993257118,0.038223665,0.000955539,1.00E-07,1.00E-07,0.017322199,1.00E-07,8.51E-08,0.978,0.987
539,1.48E-06,0.965217877,1.00E-07,1.00E-07,0.973182821,0.995194812,0.314583703,0.00102153,1.00E-07,1.00E-07,0.015226168,1.00E-07,1.42E-07,0.97,0.969
540,1.88E-06,0.966420127,1.00E-07,1.00E-07,0.976004684,0.994078841,0.960204793,0.000516147,1.00E-07,1.00E-07,0.008828785,1.00E-07,1.05E-07,0.958,0.951
541,2.70E-06,0.968058968,1.00E-07,1.00E-07,0.97686145,0.989822198,0.987688478,0.000284192,1.00E-07,1.00E-07,0.005092348,1.00E-07,1.42E-07,0.948,0.956
542,5.02E-06,0.969696867,1.00E-07,1.00E-07,0.975533132,0.988985898,0.994685246,0.00019705,1.00E-07,1.00E-07,0.003410296,1.00E-07,1.16E-07,0.946,0.973
543,1.24E-05,0.970898658,1.00E-07,1.00E-07,0.972628211,0.99395081,0.993031096,0.000167044,1.00E-07,1.00E-07,0.002691779,1.00E-07,4.85E-07,0.957,0.986
544,1.01E-05,0.971390423,1.00E-07,1.00E-07,0.969276109,0.996903778,0.987882275,0.000172328,1.00E-07,1.00E-07,0.002487542,1.00E-07,1.99E-07,0.972,0.985
545,3.76E-06,0.971153422,1.00E-07,1.00E-07,0.966644878,0.993556668,0.992115794,0.000200488,1.00E-07,1.00E-07,0.002666937,1.00E-07,7.47E-08,0.976,0.975
546,2.06E-06,0.970414743,1.00E-07,1.00E-07,0.965519692,0.992111782,0.996099398,0.000284198,1.00E-07,1.00E-07,0.003254877,1.00E-07,3.09E-07,0.966,0.926
547,1.60E-06,0.969544358,1.00E-07,1.00E-07,0.96608355,0.993789651,0.993007467,0.000502609,1.00E-07,1.00E-07,0.004486933,1.00E-07,0.00000108,0.957,0.87
548,1.62E-06,0.968908751,1.00E-07,1.00E-07,0.967925005,0.989556231,0.988074021,0.001207353,1.00E-07,1.00E-07,0.007128824,1.00E-07,0.00000211,0.944,0.89
549,2.03E-06,0.968741704,1.00E-07,1.00E-07,0.970232676,0.990623257,0.987965398,0.004756187,1.00E-07,1.00E-07,0.012485813,1.00E-07,0.0000047,0.848,0.789
550,2.96E-06,0.969075452,1.00E-07,1.00E-07,0.972105803,0.993398783,0.992389677,0.015885251,1.00E-07,1.00E-07,0.019558229,1.00E-07,0.0000137,0.632,0.704
551,4.71E-06,0.96974803,1.00E-07,1.00E-07,0.972880802,0.996551672,0.995956087,0.006106926,1.00E-07,1.00E-07,0.02145457,1.00E-07,0.0000414,0.392,0.176
552,7.99E-06,0.970477879,1.00E-07,1.00E-07,0.972355814,0.463104997,0.994829331,0.003526964,1.00E-07,1.00E-07,0.016651358,1.00E-07,0.00016,0.218,0.00549
553,1.51E-05,0.970977093,1.00E-07,1.00E-07,0.970827019,0.035919753,0.990475793,0.00333367,1.00E-07,1.00E-07,0.012540443,1.00E-07,0.000715,0.122,0.000478
554,2.60E-05,0.971061879,1.00E-07,1.00E-07,0.968936751,0.003812566,0.987248926,0.004309493,1.00E-07,1.00E-07,0.010278193,1.00E-07,0.00421,0.0723,0.0000789
555,1.79E-05,0.970718503,1.00E-07,1.00E-07,0.967418237,0.000611506,0.987757408,0.00516825,1.00E-07,1.00E-07,0.009113935,1.00E-07,0.0382,0.046,0.0000209
556,8.46E-06,0.970100547,1.00E-07,1.00E-07,0.966847998,0.000130243,0.991075155,0.003302109,1.00E-07,1.00E-07,0.008528751,1.00E-07,0.324,0.0316,0.00000648
557,5.16E-06,0.969462619,1.00E-07,1.00E-07,0.967483656,3.41E-05,0.994428986,0.00165837,1.00E-07,1.00E-07,0.008328198,1.00E-07,0.853,0.0233,0.00000282
558,4.20E-06,0.969061057,1.00E-07,1.00E-07,0.969214342,1.05E-05,0.99569792,0.000970493,1.00E-07,1.00E-07,0.008566093,1.00E-07,0.959,0.0188,0.00000149
559,4.40E-06,0.969060944,1.00E-07,1.00E-07,0.9716159,3.71E-06,0.994356637,0.000692784,1.00E-07,1.00E-07,0.009506174,1.00E-07,0.974,0.0163,9.70E-07
560,5.78E-06,0.969480387,1.00E-07,1.00E-07,0.974085271,1.46E-06,0.991055578,0.000591765,1.00E-07,1.00E-07,0.011687985,1.00E-07,0.972,0.015,7.13E-07
561,9.14E-06,0.970187008,1.00E-07,1.00E-07,0.976015855,6.34E-07,0.987330954,0.000596547,1.00E-07,1.00E-07,0.015742669,1.00E-07,0.969,0.0151,5.09E-07
562,1.56E-05,0.970945076,1.00E-07,1.00E-07,0.976963845,3.00E-07,0.985414364,0.000710472,1.00E-07,1.00E-07,0.019881941,1.00E-07,0.97,0.0162,3.96E-07
563,2.43E-05,0.971497354,1.00E-07,1.00E-07,0.976754784,1.54E-07,0.987011516,0.001020512,1.00E-07,1.00E-07,0.019229691,1.00E-07,0.961,0.0188,3.55E-07
564,3.33E-05,0.971654199,1.00E-07,1.00E-07,0.975499497,1.00E-07,0.991491761,0.001860011,1.00E-07,1.00E-07,0.013452658,1.00E-07,0.95,0.0234,6.48E-07
565,4.48E-05,0.971358798,1.00E-07,1.00E-07,0.973524963,1.00E-07,0.995763798,0.004675709,1.00E-07,1.00E-07,0.008678614,1.00E-07,0.95,0.0317,4.33E-07
566,4.69E-05,0.970705251,1.00E-07,1.00E-07,0.971257296,1.00E-07,0.996883196,0.011984446,1.00E-07,1.00E-07,0.006141693,1.00E-07,0.939,0.0458,4.34E-07
567,2.73E-05,0.969904584,1.00E-07,1.00E-07,0.969103483,1.00E-07,0.99478018,0.006933829,1.00E-07,1.00E-07,0.004993623,1.00E-07,0.864,0.0722,6.46E-07
568,1.41E-05,0.969213927,1.00E-07,1.00E-07,0.96736593,1.00E-07,0.991603779,0.003029276,1.00E-07,1.00E-07,0.004609798,1.00E-07,0.785,0.124,0.00000102
569,8.78E-06,0.968855722,1.00E-07,1.00E-07,0.966202702,1.00E-07,0.988864661,0.001834089,1.00E-07,1.00E-07,0.004642691,1.00E-07,0.808,0.234,0.0000016
570,6.67E-06,0.968953156,1.00E-07,1.00E-07,0.965629317,1.00E-07,0.986721084,0.001423831,1.00E-07,1.00E-07,0.005034961,1.00E-07,0.457,0.364,0.00000242
571,5.98E-06,0.969498887,1.00E-07,1.00E-07,0.965549495,1.00E-07,0.985881341,0.001335067,1.00E-07,1.00E-07,0.005999103,1.00E-07,0.0743,0.466,0.00000574
572,6.06E-06,0.97036278,1.00E-07,1.00E-07,0.965800702,1.00E-07,0.987881454,0.001519834,1.00E-07,1.00E-07,0.007904746,1.00E-07,0.00999,0.514,0.0000144
573,6.69E-06,0.971334044,1.00E-07,1.00E-07,0.966201843,1.00E-07,0.992253957,0.003345101,1.00E-07,1.00E-07,0.01105124,1.00E-07,0.00211,0.552,0.000041
574,7.86E-06,0.972184922,1.00E-07,1.00E-07,0.966593764,1.00E-07,0.995589849,0.002868075,1.00E-07,1.00E-07,0.014974493,1.00E-07,0.000591,0.637,0.000147
575,9.84E-06,0.972736735,1.00E-07,1.00E-07,0.966866632,1.00E-07,0.99569762,0.004327097,1.00E-07,1.00E-07,0.01880283,1.00E-07,0.000195,0.778,0.000646
576,1.34E-05,0.972907723,1.00E-07,1.00E-07,0.96697189,1.00E-07,0.994164953,0.006936266,1.00E-07,1.00E-07,0.020317543,1.00E-07,0.0000752,0.898,0.00373
577,1.94E-05,0.972727736,1.00E-07,1.00E-07,0.96691977,1.00E-07,0.991842756,0.009319107,1.00E-07,1.00E-07,0.019091036,1.00E-07,0.0000322,0.933,0.0298
578,2.50E-05,0.972316753,1.00E-07,1.00E-07,0.966765658,1.00E-07,0.987257764,0.009167915,1.00E-07,1.00E-07,0.017157191,1.00E-07,0.000015,0.931,0.181
579,2.11E-05,0.97183706,1.00E-07,1.00E-07,0.966589718,1.00E-07,0.983423198,0.00761238,1.00E-07,1.00E-07,0.015702164,1.00E-07,0.00000776,0.928,0.54
580,1.36E-05,0.971436997,1.00E-07,1.00E-07,0.966474268,1.00E-07,0.984375408,0.006476871,1.00E-07,1.00E-07,0.014870529,1.00E-07,0.00000402,0.936,0.777
581,9.12E-06,0.971204638,1.00E-07,1.00E-07,0.966482852,1.00E-07,0.984893028,0.006073879,1.00E-07,1.00E-07,0.014505448,1.00E-07,0.00000262,0.944,0.882
582,7.01E-06,0.971144304,1.00E-07,1.00E-07,0.966644316,1.00E-07,0.988113273,0.006352746,1.00E-07,1.00E-07,0.014475696,1.00E-07,0.00000127,0.947,0.95
583,6.21E-06,0.971180863,1.00E-07,1.00E-07,0.966944453,1.00E-07,0.991312443,0.007383667,1.00E-07,1.00E-07,0.01475018,1.00E-07,9.68E-07,0.945,0.95
584,6.24E-06,0.971188869,1.00E-07,1.00E-07,0.96732702,1.00E-07,0.989558821,0.009485802,1.00E-07,1.00E-07,0.015328835,1.00E-07,4.03E-07,0.94,0.927
585,6.97E-06,0.971037078,1.00E-07,1.00E-07,0.967704707,1.00E-07,0.239895851,0.013411318,1.00E-07,1.00E-07,0.016035022,1.00E-07,5.48E-07,0.938,0.933
586,8.53E-06,0.970634451,1.00E-07,1.00E-07,0.967978874,1.00E-07,0.012760407,0.020776628,1.00E-07,1.00E-07,0.016380175,1.00E-07,3.91E-07,0.941,0.957
587,1.13E-05,0.969963199,1.00E-07,1.00E-07,0.968064536,1.00E-07,0.001145378,0.034984942,1.00E-07,1.00E-07,0.015893477,1.00E-07,2.53E-07,0.947,0.966
588,1.62E-05,0.969088502,1.00E-07,1.00E-07,0.967915024,1.00E-07,0.000154322,0.062750944,1.00E-07,1.00E-07,0.014558907,1.00E-07,-6.44E-08,0.955,0.958
589,2.45E-05,0.968142467,1.00E-07,1.00E-07,0.967539642,1.00E-07,2.73E-05,0.11434377,1.00E-07,1.00E-07,0.012918241,1.00E-07,1.09E-07,0.962,0.949
590,3.47E-05,0.967288376,1.00E-07,1.00E-07,0.967008647,1.00E-07,5.92E-06,0.194499159,1.00E-07,1.00E-07,0.011625443,1.00E-07,1.76E-07,0.966,0.945
591,3.55E-05,0.966676866,1.00E-07,1.00E-07,0.966442852,1.00E-07,1.50E-06,0.285536937,1.00E-07,1.00E-07,0.010912853,1.00E-07,-1.96E-07,0.966,0.948
592,2.56E-05,0.966406635,1.00E-07,1.00E-07,0.965989394,1.00E-07,4.32E-07,0.363094742,1.00E-07,1.00E-07,0.010457908,1.00E-07,2.04E-07,0.965,0.959
593,1.73E-05,0.966499438,1.00E-07,1.00E-07,0.965789005,1.00E-07,1.38E-07,0.423302293,1.00E-07,1.00E-07,0.009836464,1.00E-07,1.36E-07,0.962,0.974
594,1.30E-05,0.966894663,1.00E-07,1.00E-07,0.965942387,1.00E-07,1.00E-07,0.470289385,1.00E-07,1.00E-07,0.009172397,1.00E-07,-1.34E-07,0.959,0.986
595,1.11E-05,0.967464135,1.00E-07,1.00E-07,0.966483344,1.00E-07,1.00E-07,0.503456937,2.91E-07,1.00E-07,0.008789437,1.00E-07,5.82E-08,0.952,0.99
596,1.10E-05,0.968043439,1.00E-07,1.00E-07,0.9673649,1.00E-07,1.00E-07,0.524696966,1.27E-06,1.00E-07,0.008546329,1.00E-07,-1.37E-07,0.944,0.986
597,1.26E-05,0.968472293,1.00E-07,1.00E-07,0.968462218,1.00E-07,1.00E-07,0.547127981,6.64E-06,1.00E-07,0.008007233,1.00E-07,2.70E-07,0.936,0.971
598,1.64E-05,0.968633766,1.00E-07,1.00E-07,0.969593143,1.00E-07,1.00E-07,0.59642542,4.33E-05,1.00E-07,0.007058331,1.00E-07,1.31E-07,0.93,0.946
599,2.47E-05,0.968481924,1.00E-07,1.00E-07,0.970553652,1.00E-07,1.00E-07,0.706047877,0.000385645,1.00E-07,0.006047967,1.00E-07,1.17E-07,0.93,0.927
600,4.17E-05,0.968050393,1.00E-07,1.00E-07,0.971161375,1.00E-07,1.00E-07,0.864550518,0.005511655,1.00E-07,0.00537659,1.00E-07,-1.35E-07,0.932,0.932
601,7.07E-05,0.967440115,1.00E-07,1.00E-07,0.971297131,1.00E-07,1.00E-07,0.96297338,0.167526115,1.00E-07,0.005026248,1.00E-07,6.97E-08,0.938,0.957
602,9.13E-05,0.966790765,1.00E-07,1.00E-07,0.970933417,1.00E-07,1.00E-07,0.977173171,0.994620235,1.00E-07,0.004486488,1.00E-07,6.40E-08,0.944,0.967
603,7.91E-05,0.966244671,1.00E-07,1.00E-07,0.970141601,1.00E-07,1.00E-07,0.969343887,0.994885352,1.00E-07,0.004703391,1.00E-07,1.80E-07,0.951,0.936
604,5.91E-05,0.965912886,1.00E-07,1.00E-07,0.969075377,1.00E-07,1.00E-07,0.96658034,0.990637719,1.00E-07,0.005755363,1.00E-07,5.05E-08,0.957,0.883
605,4.60E-05,0.965851224,1.00E-07,1.00E-07,0.967935144,1.00E-07,1.00E-07,0.969125939,0.996043398,1.00E-07,0.008262733,1.00E-07,2.12E-07,0.964,0.85
606,3.90E-05,0.966050709,1.00E-07,1.00E-07,0.966922958,1.00E-07,1.00E-07,0.97150263,0.992523978,1.00E-07,0.013964823,1.00E-07,1.30E-07,0.969,0.861
607,3.63E-05,0.966443342,1.00E-07,1.00E-07,0.966199224,1.00E-07,1.00E-07,0.971008918,0.992824155,1.00E-07,0.022686753,1.00E-07,2.44E-07,0.974,0.91
608,3.71E-05,0.966921022,1.00E-07,1.00E-07,0.965850557,1.00E-07,1.00E-07,0.969077796,0.995439954,1.00E-07,0.018568102,1.00E-07,6.48E-07,0.978,0.963
609,4.17E-05,0.967362891,1.00E-07,1.00E-07,0.965874716,1.00E-07,1.00E-07,0.968534152,0.991703244,1.00E-07,0.009197445,1.00E-07,3.30E-07,0.98,0.987
610,5.14E-05,0.967664541,1.00E-07,1.00E-07,0.966184843,1.00E-07,1.00E-07,0.970768501,0.990862867,1.00E-07,0.004846508,1.00E-07,4.11E-07,0.982,0.986
611,6.78E-05,0.96776199,1.00E-07,1.00E-07,0.966631868,1.00E-07,1.00E-07,0.974734029,0.994984754,1.00E-07,0.002988764,1.00E-07,7.29E-07,0.98,0.985
612,8.75E-05,0.967644536,1.00E-07,1.00E-07,0.967040735,1.00E-07,1.00E-07,0.977723614,0.996075898,1.00E-07,0.002105662,1.00E-07,7.59E-07,0.976,0.974
613,9.37E-05,0.967353743,1.00E-07,1.00E-07,0.967253167,1.00E-07,1.00E-07,0.977518992,0.994123731,1.00E-07,0.00164632,1.00E-07,0.00000101,0.969,0.936
614,7.65E-05,0.966969514,1.00E-07,1.00E-07,0.967167227,1.00E-07,1.00E-07,0.974322217,0.995128823,1.00E-07,0.001395846,1.00E-07,0.00000164,0.959,0.926
615,5.40E-05,0.96658766,1.00E-07,1.00E-07,0.966763829,1.00E-07,1.00E-07,0.970510817,0.998338391,1.00E-07,0.00125845,1.00E-07,0.00000308,0.949,0.962
616,3.80E-05,0.966295203,1.00E-07,1.00E-07,0.966113193,1.00E-07,1.00E-07,0.968655292,0.998069756,1.00E-07,0.001183544,1.00E-07,0.00000441,0.942,0.843
617,2.83E-05,0.966149423,1.00E-07,1.00E-07,0.965359554,1.00E-07,1.00E-07,0.969845987,0.993957542,1.00E-07,0.001137683,1.00E-07,0.00000817,0.939,0.672
618,2.28E-05,0.966165118,1.00E-07,1.00E-07,0.964688341,1.00E-07,1.00E-07,0.973199708,0.991256609,1.00E-07,0.001094688,1.00E-07,0.0000133,0.939,0.623
619,1.99E-05,0.966312321,1.00E-07,1.00E-07,0.964284205,1.00E-07,1.00E-07,0.976367197,0.992534092,5.08E-07,0.00103634,1.00E-07,0.0000238,0.911,0.142
620,1.89E-05,0.966524425,1.00E-07,1.00E-07,0.964289509,1.00E-07,1.00E-07,0.976961882,0.994760081,4.67E-06,0.000957563,1.00E-07,0.0000471,0.814,0.00895
621,1.97E-05,0.966714673,1.00E-07,1.00E-07,0.964771572,1.00E-07,1.00E-07,0.974330675,0.994644036,6.95E-05,0.00086681,1.00E-07,0.0000952,0.647,0.00122
622,2.25E-05,0.966797253,1.00E-07,1.00E-07,0.965704432,1.00E-07,1.00E-07,0.970139415,0.993331285,0.002252808,0.000778369,1.00E-07,0.000213,0.448,0.000271
623,2.79E-05,0.966707894,1.00E-07,1.00E-07,0.96696796,1.00E-07,1.00E-07,0.967098066,0.99403438,0.306000037,0.000703901,1.00E-07,0.000491,0.293,0.0000772
624,3.61E-05,0.966419386,1.00E-07,1.00E-07,0.96836535,1.00E-07,1.00E-07,0.967114402,0.996999585,0.991753937,0.000649548,1.00E-07,0.00126,0.189,0.0000263
625,4.37E-05,0.965948341,1.00E-07,1.00E-07,0.969657064,1.00E-07,1.00E-07,0.970313542,0.998967699,0.992287579,0.000617501,1.00E-07,0.00351,0.125,0.000011
